Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep
1573,OTU1573,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,EF572378.1.1516
910,OTU910,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,DQ395548.1.1542
305,OTU305,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,AACY020552977.734.2233
954,OTU954,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020147130.655.2082
317,OTU317,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672023.1.1447
1125,OTU1125,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020187844.576.1995
614,OTU614,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226349.1.1312
680,OTU680,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GQ337287.1.1463
432,OTU432,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673228.1.1451
451,OTU451,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673882.1.1474
495,OTU495,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803003.1.1436
1173,OTU1173,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ672488.1.1492
760,OTU760,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673662.1.1479
1091,OTU1091,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673649.1.1502
428,OTU428,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672002.1.1448
814,OTU814,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673975.1.1471
156,OTU156,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802532.1.1252
607,OTU607,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674105.1.1523
1445,OTU1445,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,JN166345.1.1477
796,OTU796,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674035.1.1522
783,OTU783,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,HQ674222.1.1525
955,OTU955,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ351150.1.1514
765,OTU765,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ673627.1.1507
801,OTU801,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,GU553801.1.1400
944,OTU944,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673691.1.1522
252,OTU252,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU802656.1.1455
1287,OTU1287,Bacteria,Chloroflexi,SAR202 clade,,,,AY534100.1.1466
366,OTU366,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,GU940994.1.1354
1253,OTU1253,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EU880515.1.1503
416,OTU416,Bacteria,Chloroflexi,SAR202 clade,,,,HQ672805.1.1482
1501,OTU1501,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,DQ396134.1.1533
632,OTU632,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,DQ396007.1.1499
998,OTU998,Archaea,Thaumarchaeota,Marine Group I,,,,AB193984.1.1441
753,OTU753,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220653.1.915
358,OTU358,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,AB193901.1.1435
1554,OTU1554,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,DQ396014.1.1476
827,OTU827,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674037.1.1480
582,OTU582,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,EU686588.13514.15011
1145,OTU1145,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Mesonia,DQ367409.1.1434
743,OTU743,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673563.1.1480
719,OTU719,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672912.1.1480
2703,OTU2703,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Gramella,GU291860.1.1385
1361,OTU1361,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337234.1.1475
797,OTU797,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673710.1.1445
832,OTU832,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673107.1.1420
1773,OTU1773,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zunongwangia,DQ396290.1.1472
685,OTU685,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672544.1.1260
723,OTU723,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672469.1.1437
856,OTU856,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674197.1.1511
974,OTU974,Archaea,Thaumarchaeota,Marine Group I,,,,FJ002876.1.1276
661,OTU661,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,AM778450.1.1434
1184,OTU1184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,AF468351.1.1424
1188,OTU1188,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,DQ396094.1.1483
460,OTU460,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AB193916.1.1438
1118,OTU1118,Bacteria,Chloroflexi,SAR202 clade,,,,JQ678410.1.1465
550,OTU550,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672778.1.1523
1212,OTU1212,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221386.1.913
546,OTU546,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673764.1.1437
2245,OTU2245,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,AY258118.1.1416
250,OTU250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802534.1.1442
253,OTU253,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802299.1.1228
272,OTU272,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,DQ009253.1.1978
2516,OTU2516,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AM944022.1.1520
2026,OTU2026,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,GU361122.1.1487
1381,OTU1381,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,AM180749.1.1518
1581,OTU1581,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,AY188938.1.1501
1567,OTU1567,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726966.1.1272
1505,OTU1505,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF151229.1.1453
3256,OTU3256,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY723742.1.1419
1737,OTU1737,Bacteria,Cyanobacteria,ML635J-21,,,,FJ155017.1.1491
2004,OTU2004,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,GU061848.1.1488
2283,OTU2283,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,FJ457286.1.1379
578,OTU578,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664277.1.1248
2521,OTU2521,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497422.1.1440
377,OTU377,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802911.1.1434
2227,OTU2227,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,GU584161.1.1499
2217,OTU2217,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF199931.1.1473
1921,OTU1921,Bacteria,Chloroflexi,JG30-KF-CM66,,,,GQ346947.1.1325
404,OTU404,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU805172.1.1447
1246,OTU1246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,HQ673742.1.1447
861,OTU861,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,U75254.1.1466
2187,OTU2187,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ494890.1.1458
1312,OTU1312,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,HQ673034.1.1523
1018,OTU1018,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,,HQ672389.1.1475
1304,OTU1304,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ674189.1.1476
1420,OTU1420,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured,HQ673550.1.1502
1931,OTU1931,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,JQ800676.1.1461
2705,OTU2705,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,JQ661177.1.2718
1167,OTU1167,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,uncultured,DQ396156.1.1469
1248,OTU1248,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,HQ672275.1.1501
331,OTU331,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673941.1.1251
911,OTU911,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672972.1.1520
1061,OTU1061,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ375274.1.1522
784,OTU784,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ351140.1.1516
595,OTU595,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672606.1.1437
963,OTU963,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673598.1.1478
431,OTU431,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,HQ672813.1.1446
1021,OTU1021,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672971.1.1481
3252,OTU3252,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama,EU581829.1.1412
1952,OTU1952,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,AJ294340.1.1296
920,OTU920,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672646.1.1481
1174,OTU1174,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673559.1.1477
1530,OTU1530,Archaea,Thaumarchaeota,Marine Group I,,,,AB193960.1.1440
1471,OTU1471,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673891.1.1502
1200,OTU1200,Archaea,Thaumarchaeota,Marine Group I,,,,JN563792.1.917
1388,OTU1388,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673022.1.1510
780,OTU780,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,JX879031.1.1407
1768,OTU1768,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,uncultured,DQ396208.1.1454
502,OTU502,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672635.1.1436
725,OTU725,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EF572866.1.1525
580,OTU580,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AACY020553637.768.2309
1012,OTU1012,Bacteria,Proteobacteria,Gammaproteobacteria,34P16,,,FJ745229.1.1369
2230,OTU2230,Bacteria,Proteobacteria,Gammaproteobacteria,34P16,,,GU451626.1.1246
985,OTU985,Bacteria,Chloroflexi,SAR202 clade,,,,AY704387.1.1461
71,OTU71,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672001.1.1446
2580,OTU2580,Bacteria,Cyanobacteria,Chloroplast,,,,FN563089.1.1468
203,OTU203,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671756.1.1446
586,OTU586,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672070.1.1444
612,OTU612,Bacteria,Cyanobacteria,Chloroplast,,,,EF574674.1.1443
223,OTU223,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671819.1.1446
258,OTU258,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671921.1.1443
978,OTU978,Bacteria,Cyanobacteria,Chloroplast,,,,HM057721.1.1451
1109,OTU1109,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,HQ529790.1.904
1077,OTU1077,Bacteria,Cyanobacteria,Chloroplast,,,,AB199888.1.1217
425,OTU425,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,JN166247.1.1530
567,OTU567,Bacteria,Cyanobacteria,Chloroplast,,,,EU592338.1.1399
3716,OTU3716,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,AF418172.1.1547
1162,OTU1162,Bacteria,Cyanobacteria,Chloroplast,,,,EU394562.1.1447
872,OTU872,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222785.1.1347
519,OTU519,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222667.1.1344
1325,OTU1325,Bacteria,Cyanobacteria,Chloroplast,,,,HM565910.2287.3749
859,OTU859,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671790.1.1439
368,OTU368,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Arenicella,DQ906760.1.1497
894,OTU894,Bacteria,Cyanobacteria,Chloroplast,,,,GU061833.1.1462
453,OTU453,Bacteria,Cyanobacteria,Chloroplast,,,,EF574684.1.1421
568,OTU568,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,FJ826248.1.1455
306,OTU306,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802819.1.1500
883,OTU883,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS10 marine group,HQ671808.1.1486
1897,OTU1897,Archaea,Thaumarchaeota,Marine Benthic Group A,,,,AB193994.1.1472
1856,OTU1856,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664182.1.1269
1626,OTU1626,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664202.1.1263
2544,OTU2544,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337123.1.1475
1898,OTU1898,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,HQ397070.1.1496
1760,OTU1760,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,FJ497496.1.1440
1406,OTU1406,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FM992724.1.1457
597,OTU597,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673169.1.1436
2465,OTU2465,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,GQ377836.1.1279
3045,OTU3045,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,ST-12K33,,FJ792262.1.1364
1988,OTU1988,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,AF288157.1.1529
728,OTU728,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU237342.1.1352
887,OTU887,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573011.1.1496
508,OTU508,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802903.1.1488
904,OTU904,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,JQ678491.1.1486
819,OTU819,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,JX016602.1.1495
1879,OTU1879,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,GQ348644.1.1376
558,OTU558,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222710.1.1336
681,OTU681,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020281370.39.1481
992,OTU992,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ674271.1.1518
1216,OTU1216,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337221.1.1465
1688,OTU1688,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,JN166361.1.1514
762,OTU762,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673946.1.1447
829,OTU829,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674255.1.1433
1120,OTU1120,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,AF355042.1.1473
1377,OTU1377,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ672454.1.1516
958,OTU958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,JX878927.1.1404
967,OTU967,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673861.1.1478
1097,OTU1097,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672343.1.1480
1243,OTU1243,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AY726954.1.1223
626,OTU626,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673984.1.1259
645,OTU645,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672584.1.1445
960,OTU960,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ674116.1.1437
1095,OTU1095,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672591.1.1477
170,OTU170,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,AF382127.1.1491
1194,OTU1194,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150834.1.1353
1474,OTU1474,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664247.1.1301
1284,OTU1284,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,HQ672643.1.1480
406,OTU406,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,AACY020551516.3485.4953
841,OTU841,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,FR685392.1.1449
1677,OTU1677,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU570897.1.1483
1189,OTU1189,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,EU799068.1.1506
1724,OTU1724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU799605.1.1374
1081,OTU1081,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,HQ672213.1.1501
656,OTU656,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,HQ672048.1.1451
1574,OTU1574,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,HQ671824.1.1501
766,OTU766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,DQ009291.1.2219
199,OTU199,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,GQ349786.1.1320
1432,OTU1432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,HQ671977.1.1462
1289,OTU1289,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,HQ673647.1.1492
939,OTU939,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673172.1.1474
1117,OTU1117,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,JQ222041.1.915
1278,OTU1278,Bacteria,Proteobacteria,AEGEAN-245,,,,HQ673776.1.1505
1342,OTU1342,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AY726883.1.1242
4410,OTU4410,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,HQ754131.1.1450
1264,OTU1264,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674220.1.1476
1481,OTU1481,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673737.1.1489
2384,OTU2384,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673157.1.1513
1233,OTU1233,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,HQ674088.1.1501
1378,OTU1378,Archaea,Thaumarchaeota,Sc-EA05,,,,AB193991.1.1443
636,OTU636,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,GU234872.1.1374
1978,OTU1978,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,HQ673378.1.1517
1057,OTU1057,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673536.1.1466
1578,OTU1578,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,HQ672881.1.1504
2242,OTU2242,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,,AACY020016122.205.1491
813,OTU813,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,FQ032821.27163.28678
1332,OTU1332,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus,CAGN02000147.4055.5576
625,OTU625,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,DQ009139.1.2091
1245,OTU1245,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ227077.1.1367
1251,OTU1251,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,JN860396.1.1488
897,OTU897,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673997.1.1445
1802,OTU1802,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ163761.1.1367
881,OTU881,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GQ351220.1.1437
1748,OTU1748,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EU491156.1.1522
1060,OTU1060,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,EU686636.3067.4530
984,OTU984,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,GQ350009.1.1324
280,OTU280,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY726977.1.1207
326,OTU326,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802292.1.1292
3025,OTU3025,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,JN837486.1.1427
1435,OTU1435,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,HQ672600.1.1485
1469,OTU1469,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,HQ673528.1.1465
973,OTU973,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,AACY020324837.147.1652
2826,OTU2826,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,EF379714.1.1505
803,OTU803,Bacteria,Verrucomicrobia,Opitutae,MB11C04 marine group,,,EF574610.1.1506
1889,OTU1889,Bacteria,Lentisphaerae,Lentisphaeria,R76-B128,,,EF574345.1.1539
339,OTU339,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,GU061825.1.1499
953,OTU953,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,,EF574964.1.1522
182,OTU182,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU940747.1.1343
1777,OTU1777,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU061750.1.1434
1270,OTU1270,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU062146.1.1447
1846,OTU1846,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU061476.1.1445
1797,OTU1797,Bacteria,Cyanobacteria,Chloroplast,,,,GU940969.1.1355
